image_name;width;height;file_size_kb;contrast;otsu_threshold;black_pixels;white_pixels
Viral Pneumonia-824.png;299;299;37,11;60,76;102,0;26593;62808
Viral Pneumonia-825.png;299;299;35,18;68,37;90,0;23543;65858
Viral Pneumonia-826.png;299;299;56,83;60,54;112,0;42120;47281
Viral Pneumonia-827.png;299;299;35,86;66,29;101,0;24716;64685
Viral Pneumonia-828.png;299;299;35,12;62,84;96,0;30279;59122
Viral Pneumonia-829.png;299;299;38,85;61,39;113,0;25890;63511
Viral Pneumonia-83.png;299;299;34,77;66,31;83,0;27584;61817
Viral Pneumonia-830.png;299;299;32,52;71,24;92,0;24957;64444
Viral Pneumonia-831.png;299;299;35,04;62,02;105,0;23503;65898
Viral Pneumonia-832.png;299;299;35,4;57,52;93,0;47071;42330
Viral Pneumonia-833.png;299;299;35,48;67,35;99,0;21867;67534
Viral Pneumonia-834.png;299;299;36,63;59,9;99,0;15896;73505
Viral Pneumonia-835.png;299;299;38,35;56,47;104,0;23637;65764
Viral Pneumonia-836.png;299;299;36,14;71,75;100,0;24839;64562
Viral Pneumonia-837.png;299;299;35,68;66,95;94,0;27898;61503
Viral Pneumonia-838.png;299;299;40,64;55,03;110,0;26119;63282
Viral Pneumonia-839.png;299;299;34,18;59,47;87,0;25663;63738
Viral Pneumonia-84.png;299;299;35,63;65,39;99,0;19925;69476
Viral Pneumonia-840.png;299;299;37,92;59,17;95,0;25650;63751
Viral Pneumonia-841.png;299;299;37,44;63,91;120,0;24187;65214
Viral Pneumonia-842.png;299;299;37,61;49,12;112,0;37606;51795
Viral Pneumonia-843.png;299;299;41,27;50,72;105,0;38055;51346
Viral Pneumonia-844.png;299;299;38,73;53,82;106,0;20929;68472
Viral Pneumonia-845.png;299;299;37,8;67,56;99,0;32814;56587
Viral Pneumonia-846.png;299;299;36,29;64,94;96,0;22470;66931
Viral Pneumonia-847.png;299;299;33,29;71,12;93,0;29130;60271
Viral Pneumonia-848.png;299;299;40,22;59,92;126,0;26090;63311
Viral Pneumonia-849.png;299;299;33,59;68,63;85,0;29805;59596
Viral Pneumonia-85.png;299;299;38,93;68,33;97,0;21672;67729
Viral Pneumonia-850.png;299;299;38,19;65,61;104,0;25924;63477
Viral Pneumonia-851.png;299;299;37,15;62,5;95,0;17838;71563
Viral Pneumonia-852.png;299;299;35,14;67,67;94,0;30156;59245
Viral Pneumonia-853.png;299;299;36,39;74,03;103,0;25106;64295
Viral Pneumonia-854.png;299;299;36,11;61,61;87,0;27731;61670
Viral Pneumonia-855.png;299;299;38,21;58,56;112,0;34109;55292
Viral Pneumonia-856.png;299;299;56,58;36,53;143,0;24962;64439
Viral Pneumonia-857.png;299;299;36,82;67,41;91,0;20971;68430
Viral Pneumonia-858.png;299;299;37,38;51,33;86,0;26432;62969
Viral Pneumonia-859.png;299;299;37,45;66,51;115,0;29555;59846
Viral Pneumonia-86.png;299;299;39,62;64,15;123,0;28615;60786
Viral Pneumonia-860.png;299;299;36,67;68,36;102,0;30393;59008
Viral Pneumonia-861.png;299;299;34,79;71,7;98,0;27015;62386
Viral Pneumonia-862.png;299;299;37,49;55,8;105,0;18976;70425
Viral Pneumonia-863.png;299;299;39,63;49,08;116,0;25826;63575
Viral Pneumonia-864.png;299;299;38,71;49,66;129,0;23762;65639
Viral Pneumonia-865.png;299;299;37,5;62,07;99,0;26357;63044
Viral Pneumonia-866.png;299;299;38,5;47,23;112,0;35523;53878
Viral Pneumonia-867.png;299;299;36,24;58,69;97,0;19245;70156
Viral Pneumonia-868.png;299;299;34,77;73,44;102,0;27223;62178
Viral Pneumonia-869.png;299;299;34,12;66,77;86,0;26688;62713
Viral Pneumonia-87.png;299;299;37,2;62,77;95,0;32689;56712
Viral Pneumonia-870.png;299;299;36,66;68,03;105,0;24259;65142
Viral Pneumonia-871.png;299;299;28,98;70,39;80,0;36702;52699
Viral Pneumonia-872.png;299;299;32,23;67,82;82,0;35912;53489
Viral Pneumonia-873.png;299;299;37,82;72,9;103,0;22657;66744
Viral Pneumonia-874.png;299;299;35,57;70,46;94,0;22011;67390
Viral Pneumonia-875.png;299;299;36,95;57,41;99,0;27527;61874
Viral Pneumonia-876.png;299;299;33,99;74,54;89,0;27360;62041
Viral Pneumonia-877.png;299;299;36,0;63,45;100,0;33555;55846
Viral Pneumonia-878.png;299;299;33,61;62,07;83,0;27785;61616
Viral Pneumonia-879.png;299;299;37,73;60,34;113,0;28706;60695
Viral Pneumonia-88.png;299;299;35,68;66,4;97,0;32849;56552
Viral Pneumonia-880.png;299;299;38,82;65,58;102,0;26275;63126
Viral Pneumonia-881.png;299;299;37,75;60,41;105,0;24839;64562
Viral Pneumonia-882.png;299;299;37,39;63,69;98,0;34549;54852
Viral Pneumonia-883.png;299;299;39,44;53,73;108,0;31044;58357
Viral Pneumonia-884.png;299;299;33,71;40,54;144,0;27399;62002
Viral Pneumonia-885.png;299;299;34,16;70,35;97,0;30510;58891
Viral Pneumonia-886.png;299;299;37,04;64,73;97,0;25091;64310
Viral Pneumonia-887.png;299;299;35,65;61,83;92,0;30122;59279
Viral Pneumonia-888.png;299;299;37,5;66,09;117,0;27865;61536
Viral Pneumonia-889.png;299;299;37,13;54,7;93,0;34999;54402
Viral Pneumonia-89.png;299;299;37,27;54,54;92,0;42500;46901
Viral Pneumonia-890.png;299;299;35,35;66,83;90,0;29364;60037
Viral Pneumonia-891.png;299;299;36,29;63,71;86,0;32934;56467
Viral Pneumonia-892.png;299;299;36,75;69,5;109,0;29487;59914
Viral Pneumonia-893.png;299;299;35,25;59,58;83,0;27807;61594
Viral Pneumonia-894.png;299;299;59,43;36,19;151,0;18239;71162
Viral Pneumonia-895.png;299;299;39,53;48,09;106,0;40831;48570
Viral Pneumonia-896.png;299;299;32,21;70,04;83,0;41155;48246
Viral Pneumonia-897.png;299;299;32,33;71,87;81,0;32959;56442
Viral Pneumonia-898.png;299;299;55,32;47,09;97,0;15318;74083
Viral Pneumonia-899.png;299;299;38,85;61,63;97,0;24480;64921
Viral Pneumonia-9.png;299;299;45,33;57,64;115,0;44305;45096
Viral Pneumonia-90.png;299;299;35,35;60,01;104,0;25779;63622
Viral Pneumonia-900.png;299;299;37,43;58,18;109,0;26934;62467
Viral Pneumonia-901.png;299;299;29,95;78,82;89,0;37918;51483
Viral Pneumonia-902.png;299;299;71,42;54,02;105,0;24311;65090
Viral Pneumonia-903.png;299;299;36,31;70,38;103,0;32687;56714
Viral Pneumonia-904.png;299;299;35,86;64,56;103,0;20096;69305
Viral Pneumonia-905.png;299;299;35,12;57,14;85,0;18110;71291
Viral Pneumonia-906.png;299;299;34,05;70,51;90,0;28522;60879
Viral Pneumonia-907.png;299;299;36,01;52,25;107,0;17745;71656
Viral Pneumonia-908.png;299;299;35,11;72,58;95,0;24335;65066
Viral Pneumonia-909.png;299;299;36,29;58,07;98,0;13010;76391
Viral Pneumonia-91.png;299;299;37,91;72,66;104,0;21691;67710
Viral Pneumonia-910.png;299;299;33,35;72,89;88,0;27989;61412
Viral Pneumonia-911.png;299;299;37,4;60,19;101,0;19322;70079
Viral Pneumonia-912.png;299;299;40,15;59,01;103,0;20271;69130
Viral Pneumonia-913.png;299;299;36,69;68,43;102,0;24831;64570
Viral Pneumonia-914.png;299;299;36,92;70,87;104,0;20233;69168
Viral Pneumonia-915.png;299;299;39,08;63,42;109,0;21890;67511
Viral Pneumonia-916.png;299;299;36,39;56,64;91,0;27823;61578
Viral Pneumonia-917.png;299;299;35,23;61,11;91,0;26383;63018
Viral Pneumonia-918.png;299;299;64,79;41,58;130,0;29291;60110
Viral Pneumonia-919.png;299;299;38,61;66,16;98,0;21925;67476
Viral Pneumonia-92.png;299;299;36,22;46,03;120,0;33247;56154
Viral Pneumonia-920.png;299;299;58,31;42,31;125,0;29638;59763
Viral Pneumonia-921.png;299;299;57,91;46,17;96,0;8950;80451
Viral Pneumonia-922.png;299;299;38,76;72,55;110,0;40339;49062
Viral Pneumonia-923.png;299;299;38,35;63,39;81,0;41539;47862
Viral Pneumonia-924.png;299;299;32,73;49,41;100,0;44219;45182
Viral Pneumonia-925.png;299;299;42,14;57,93;108,0;33998;55403
Viral Pneumonia-926.png;299;299;42,18;54,24;100,0;36865;52536
Viral Pneumonia-927.png;299;299;36,17;40,81;88,0;42634;46767
Viral Pneumonia-928.png;299;299;43,01;57,81;111,0;25371;64030
Viral Pneumonia-929.png;299;299;53,07;50,32;100,0;39715;49686
Viral Pneumonia-93.png;299;299;34,98;75,86;96,0;22508;66893
Viral Pneumonia-930.png;299;299;37,7;45,98;131,0;19501;69900
Viral Pneumonia-931.png;299;299;38,42;58,63;101,0;40264;49137
Viral Pneumonia-932.png;299;299;36,02;54,77;110,0;30015;59386
Viral Pneumonia-933.png;299;299;35,52;53,3;112,0;28469;60932
Viral Pneumonia-934.png;299;299;35,93;51,32;108,0;25301;64100
Viral Pneumonia-935.png;299;299;35,12;59,09;107,0;29550;59851
Viral Pneumonia-936.png;299;299;37,93;53,72;111,0;22860;66541
Viral Pneumonia-937.png;299;299;36,02;50,84;123,0;29508;59893
Viral Pneumonia-938.png;299;299;34,79;56,78;114,0;16321;73080
Viral Pneumonia-939.png;299;299;47,27;59,44;124,0;39194;50207
Viral Pneumonia-94.png;299;299;37,78;68,81;103,0;19552;69849
Viral Pneumonia-940.png;299;299;39,89;65,45;108,0;39242;50159
Viral Pneumonia-941.png;299;299;43,27;57,62;117,0;33418;55983
Viral Pneumonia-942.png;299;299;39,38;51,92;96,0;26530;62871
Viral Pneumonia-943.png;299;299;41,5;62,69;113,0;38223;51178
Viral Pneumonia-944.png;299;299;39,2;56,12;98,0;31403;57998
Viral Pneumonia-945.png;299;299;41,33;58,45;111,0;47491;41910
Viral Pneumonia-946.png;299;299;41,85;60,12;103,0;44948;44453
Viral Pneumonia-947.png;299;299;34,33;55,92;99,0;23400;66001
Viral Pneumonia-948.png;299;299;38,81;58,75;82,0;33845;55556
Viral Pneumonia-949.png;299;299;36,66;46,94;95,0;48676;40725
Viral Pneumonia-95.png;299;299;36,07;65,51;93,0;48904;40497
Viral Pneumonia-950.png;299;299;40,0;59,45;107,0;36566;52835
Viral Pneumonia-951.png;299;299;35,54;50,92;116,0;18217;71184
Viral Pneumonia-952.png;299;299;38,44;54,04;107,0;47352;42049
Viral Pneumonia-953.png;299;299;37,29;56,17;110,0;21338;68063
Viral Pneumonia-954.png;299;299;37,29;56,17;110,0;21338;68063
Viral Pneumonia-955.png;299;299;56,38;48,54;129,0;25438;63963
Viral Pneumonia-956.png;299;299;38,1;49,89;95,0;30422;58979
Viral Pneumonia-957.png;299;299;39,17;63,92;99,0;36933;52468
Viral Pneumonia-958.png;299;299;38,07;39,11;83,0;26347;63054
Viral Pneumonia-959.png;299;299;43,68;47,3;135,0;41203;48198
Viral Pneumonia-96.png;299;299;40,58;60,67;123,0;29997;59404
Viral Pneumonia-960.png;299;299;40,45;69,74;107,0;33047;56354
Viral Pneumonia-961.png;299;299;35,53;44,46;109,0;52045;37356
Viral Pneumonia-962.png;299;299;39,46;50,68;117,0;51693;37708
Viral Pneumonia-963.png;299;299;35,54;57,67;102,0;23722;65679
Viral Pneumonia-964.png;299;299;39,27;55,44;112,0;18923;70478
Viral Pneumonia-965.png;299;299;40,88;60,3;99,0;34930;54471
Viral Pneumonia-966.png;299;299;56,21;35,55;110,0;26259;63142
Viral Pneumonia-967.png;299;299;55,92;36,91;131,0;36007;53394
Viral Pneumonia-968.png;299;299;38,06;41,38;113,0;40153;49248
Viral Pneumonia-969.png;299;299;35,61;50,94;108,0;35232;54169
Viral Pneumonia-97.png;299;299;37,5;52,27;105,0;29713;59688
Viral Pneumonia-970.png;299;299;54,85;37,22;110,0;40541;48860
Viral Pneumonia-971.png;299;299;57,18;48,58;117,0;26725;62676
Viral Pneumonia-972.png;299;299;38,32;51,81;112,0;48372;41029
Viral Pneumonia-973.png;299;299;37,8;63,24;102,0;32653;56748
Viral Pneumonia-974.png;299;299;44,12;66,88;113,0;40760;48641
Viral Pneumonia-975.png;299;299;38,99;65,19;105,0;44481;44920
Viral Pneumonia-976.png;299;299;37,4;57,33;113,0;30238;59163
Viral Pneumonia-977.png;299;299;36,57;56,35;115,0;28985;60416
Viral Pneumonia-978.png;299;299;38,08;41,27;101,0;45330;44071
Viral Pneumonia-979.png;299;299;48,49;36,33;110,0;22667;66734
Viral Pneumonia-98.png;299;299;35,37;57,69;89,0;27485;61916
Viral Pneumonia-980.png;299;299;41,12;45,07;104,0;47507;41894
Viral Pneumonia-981.png;299;299;52,76;32,88;141,0;39799;49602
Viral Pneumonia-982.png;299;299;50,85;31,07;137,0;43684;45717
Viral Pneumonia-983.png;299;299;40,96;54,57;104,0;32506;56895
Viral Pneumonia-984.png;299;299;41,47;48,14;111,0;38104;51297
Viral Pneumonia-985.png;299;299;38,06;37,38;82,0;56219;33182
Viral Pneumonia-986.png;299;299;39,9;46,51;116,0;27646;61755
Viral Pneumonia-987.png;299;299;36,69;41,82;105,0;34884;54517
Viral Pneumonia-988.png;299;299;40,04;40,57;89,0;62743;26658
Viral Pneumonia-989.png;299;299;39,89;53,99;113,0;38237;51164
Viral Pneumonia-99.png;299;299;38,24;58,5;108,0;27867;61534
Viral Pneumonia-990.png;299;299;38,32;44,56;95,0;56450;32951
Viral Pneumonia-991.png;299;299;38,71;56,07;106,0;21763;67638
Viral Pneumonia-992.png;299;299;36,89;60,9;101,0;21494;67907
Viral Pneumonia-993.png;299;299;44,76;66,81;106,0;35178;54223
Viral Pneumonia-994.png;299;299;35,49;53,92;107,0;24415;64986
Viral Pneumonia-995.png;299;299;40,48;51,67;113,0;37536;51865
Viral Pneumonia-996.png;299;299;43,86;58,99;114,0;38849;50552
Viral Pneumonia-997.png;299;299;45,82;55,33;113,0;40017;49384
Viral Pneumonia-998.png;299;299;59,19;42,31;127,0;26127;63274
Viral Pneumonia-999.png;299;299;35,03;47,19;116,0;34006;55395
